no;Item1;Item2;Item3;Item4;Item5;Item6;Item7;Item8;Item9;Item10;Item11;Item12;Item13;Item14;Item15;Item16;Item17;Item18;Item19;Item20;group;criterion
577;0;0;1;0;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;1;0.439
578;1;1;0;1;1;0;1;1;0;1;0;1;1;1;1;0;1;0;1;0;0;0.398
579;1;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0.015
580;0;1;0;1;1;1;1;0;1;0;1;1;1;1;0;0;0;0;0;1;1;1.078
581;1;0;0;0;1;1;0;1;1;1;0;1;0;0;0;1;0;1;0;0;0;1.266
582;0;0;1;0;1;0;0;1;1;1;0;0;0;0;0;1;0;0;1;0;1;1.082
583;1;1;1;1;1;0;1;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0.094
584;0;1;1;1;0;1;0;1;0;0;1;0;1;0;1;0;0;1;1;0;0;0.483
585;1;1;1;1;1;1;0;1;1;1;1;0;1;0;1;0;1;0;0;0;1;0.617
586;0;0;1;1;1;1;0;0;1;1;1;0;1;0;0;0;0;0;1;0;1;1.327
587;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;1;1;1.464
588;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0.348
589;0;1;1;1;1;1;1;0;1;0;1;0;1;1;1;1;0;0;1;1;0;1.011
590;1;0;1;1;1;0;1;0;1;1;1;0;1;0;1;1;0;0;1;0;1;1.325
591;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;1;0;0;1.304
592;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;1.095
593;1;1;0;1;0;0;1;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0.371
594;1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0.679
595;0;0;1;1;1;1;1;0;0;1;0;1;1;0;0;1;0;1;0;0;0;0.763
596;1;0;1;0;1;1;1;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0.185
597;1;1;1;1;1;0;1;0;0;1;1;0;1;0;0;0;1;1;1;0;1;0.228
598;0;0;1;0;1;0;1;1;0;1;0;1;0;0;0;1;0;0;0;1;1;0.966
599;1;1;1;0;1;0;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0.017
600;0;1;1;1;1;1;1;0;0;1;1;1;1;0;0;1;0;1;0;0;0;0.446
601;1;0;1;1;0;1;1;0;0;1;0;0;1;0;0;0;1;0;0;1;1;0.822
602;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0.353
603;1;0;0;1;1;1;1;0;0;1;1;1;1;0;1;0;1;0;0;0;1;0.813
604;1;0;0;1;1;0;0;1;0;0;0;1;1;1;1;0;0;0;1;0;1;-0.167
605;0;1;1;0;0;1;1;1;1;0;1;1;0;1;0;0;1;0;0;0;1;-0.102
606;1;0;1;1;1;0;0;1;0;1;1;1;1;0;1;1;0;1;1;0;0;1.296
607;0;1;1;1;1;1;1;1;1;1;1;0;0;1;0;1;1;1;1;0;0;0.124
608;0;1;0;1;1;1;1;1;1;1;0;1;1;0;1;1;1;0;0;0;0;0.4
609;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1.142
610;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;0;0;1;0;1;0.591
611;1;0;1;1;1;1;1;1;0;1;1;0;0;0;0;1;0;0;1;1;0;0.825
612;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;0;1;0;1;0.867
613;0;1;1;1;0;1;1;0;0;1;1;0;1;1;1;0;0;0;0;1;0;1.128
614;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;0;1;0.936
615;1;1;0;1;1;1;1;1;0;0;1;0;1;0;1;1;0;0;1;0;1;0.931
616;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0.136
617;0;0;0;1;1;0;1;1;1;0;1;1;1;0;1;0;0;1;0;0;0;1.045
618;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0.275
619;0;1;0;1;1;1;1;1;1;1;1;1;0;0;0;1;1;0;0;1;0;0.446
620;0;0;1;1;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0.67
621;0;1;1;1;1;1;0;1;0;1;1;1;1;1;0;1;0;0;0;0;1;1.012
622;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;1;0.431
623;0;0;1;1;1;1;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;0.822
624;0;0;1;1;1;0;1;1;1;0;1;0;1;1;0;0;1;1;0;1;1;-0.028
625;0;1;1;1;0;1;1;1;0;1;1;0;1;1;0;0;0;0;0;1;1;0.694
626;0;0;0;1;1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;1;-0.018
627;0;1;1;1;1;1;1;0;1;0;1;1;1;1;0;1;0;0;1;1;0;0.054
628;1;1;0;0;1;1;1;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0.434
629;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0;1.011
630;1;1;0;0;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;1;0;0.742
631;0;0;0;1;0;0;0;1;1;0;1;0;0;1;1;0;1;0;1;0;1;1.098
632;0;0;1;1;1;1;1;1;0;1;1;0;1;0;0;0;1;1;0;1;0;0.463
633;1;1;1;0;1;0;1;1;0;1;1;0;1;0;0;0;0;0;1;1;0;0.435
634;1;1;1;1;0;0;0;1;1;1;1;1;1;0;1;1;0;1;1;0;0;0.423
635;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;0;1;0;0;1;0;1.366
636;1;0;1;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;0;1;0;1.293
637;1;1;1;1;1;1;0;0;0;0;0;1;1;0;1;1;0;0;1;1;0;0.753
638;1;0;1;1;1;0;1;1;1;1;0;1;1;0;1;0;1;1;0;0;0;0.405
639;1;1;1;1;0;0;1;0;1;1;1;0;0;1;1;1;0;0;0;0;0;0.768
640;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;0;0;0.729
641;0;0;1;1;1;0;1;0;0;1;1;0;1;0;1;0;1;0;0;0;0;-0.511
642;0;1;1;1;1;1;0;1;0;1;1;0;0;0;1;1;0;1;0;0;0;0.681
643;1;1;0;1;1;0;0;1;1;1;0;1;0;0;1;0;0;1;1;0;0;0.795
644;0;1;1;1;1;1;1;1;0;1;1;0;0;1;0;1;0;1;1;1;1;0.884
645;1;0;0;1;1;0;0;0;1;0;0;1;0;1;0;1;0;0;1;0;1;1.145
646;0;0;1;1;1;1;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;-0.134
647;1;1;0;0;1;0;1;1;0;0;1;1;0;0;0;1;1;0;0;1;1;-0.068
648;1;0;0;0;1;1;0;0;0;0;1;1;1;0;0;1;0;1;0;0;0;0.23
649;0;1;1;1;1;0;0;1;0;1;0;1;0;0;1;1;0;0;0;0;0;0.706
650;1;1;0;1;0;1;0;0;1;1;1;0;0;0;0;1;1;0;1;0;0;-0.041
651;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.228
652;0;0;0;1;1;0;0;1;1;0;0;1;1;1;0;1;0;0;1;0;0;0.544
653;1;1;1;1;1;0;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0.892
654;1;1;0;1;1;0;1;1;0;1;1;0;1;0;1;1;1;0;0;1;0;0.613
655;0;0;1;1;1;0;0;0;1;0;1;1;1;0;0;1;1;1;1;1;0;0.632
656;0;1;1;1;0;1;1;0;1;0;1;0;1;1;1;0;1;0;1;0;1;0.55
657;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;1;1;0;0;0;2.216
658;1;0;1;1;1;1;1;1;1;0;1;0;1;1;0;1;1;0;0;0;0;1.008
659;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;1;0.32
660;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;1.644
661;0;1;1;1;1;1;1;1;0;1;0;0;1;0;0;1;0;0;0;0;1;0.27
662;1;1;1;1;1;1;0;1;0;1;1;1;1;1;0;0;0;1;0;1;0;0.872
663;0;0;1;1;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;1;1;1.054
664;0;0;1;1;1;0;0;1;1;1;1;0;1;0;0;0;0;1;0;1;1;0.602
665;1;0;1;1;0;1;0;1;1;1;1;0;1;0;0;1;0;0;0;0;1;0.456
666;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0.697
667;0;0;1;1;1;1;1;0;0;0;1;0;1;1;0;1;1;0;1;0;0;0.657
668;1;0;1;1;1;0;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0.078
669;1;0;1;1;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0.61
670;0;0;1;0;1;0;0;0;1;1;0;0;1;0;1;0;1;1;0;0;1;0.337
671;0;1;1;0;1;1;0;0;1;1;1;0;1;0;1;0;1;0;0;1;1;0.648
672;1;1;1;1;1;1;0;1;0;1;0;0;0;1;1;1;1;1;1;0;1;-0.039
673;0;1;1;1;0;1;0;0;0;1;0;1;1;0;1;1;0;1;1;1;1;0.254
674;0;1;1;1;1;0;1;1;1;1;0;0;1;0;1;0;0;0;0;0;1;0.362
675;1;1;0;1;1;1;0;0;1;1;1;0;1;1;0;0;1;1;0;1;0;1.156
676;0;1;1;0;1;1;1;1;1;0;0;1;1;1;1;1;0;1;1;0;1;0.834
677;0;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0.402
678;0;1;0;1;1;1;0;0;0;1;1;1;1;0;1;1;1;1;0;0;1;0.254
679;0;1;1;1;1;0;1;0;0;0;0;0;1;1;1;0;1;0;0;1;1;0.703
680;1;1;1;1;1;0;1;1;1;0;0;1;1;1;0;0;0;1;0;0;1;0.274
681;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;1;1;0;0;1;0.306
682;0;1;1;1;0;1;0;0;0;0;0;0;1;0;1;0;0;1;1;1;0;-0.024
683;0;0;1;1;1;1;1;0;0;1;0;1;0;0;1;1;0;1;0;0;1;0.386
684;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0.24
685;1;0;0;0;1;1;0;1;1;1;1;1;0;0;1;0;1;0;1;1;0;0.007
686;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;0;1;1;0;0.281
687;0;0;0;1;1;1;1;1;0;1;1;0;1;0;1;0;1;1;1;0;1;0.71
688;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0.611
689;0;0;1;0;1;1;1;0;0;1;0;0;1;0;0;1;1;1;1;0;1;0.034
690;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;1;1;0;1;0.483
691;1;1;0;0;1;1;1;1;1;1;1;1;1;0;1;0;0;1;1;1;0;0.865
692;0;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;0;1;1.324
693;1;0;1;0;1;1;1;0;1;1;0;1;1;0;0;0;1;0;0;0;0;0.004
694;0;1;1;0;1;1;1;1;0;1;1;0;1;0;1;1;0;1;0;1;1;0.757
695;0;0;0;1;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0.702
696;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0.239
697;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;0;1;1;0;0;0.391
698;1;1;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0.264
699;1;1;0;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;1;-0.26
700;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;-0.094
701;1;0;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0.45
702;1;1;1;1;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0.581
703;1;1;1;1;1;1;1;0;1;0;1;1;1;0;1;1;1;1;1;1;0;0.873
704;0;0;1;1;1;0;0;1;1;0;0;1;1;1;1;0;0;0;0;0;1;0.157
705;1;0;1;1;1;0;1;1;0;0;0;1;0;1;1;1;0;1;0;0;1;-0.298
706;1;1;0;0;0;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0.071
707;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;0;0.375
708;0;0;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0.298
709;1;1;0;1;1;0;0;1;0;1;0;0;1;1;0;0;1;0;0;0;0;0.442
710;1;0;0;1;1;1;1;0;0;0;1;1;0;0;1;1;0;0;1;0;1;0.434
711;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;-0.38
712;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;1;1;1;0;0.819
713;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;0;0.83
714;1;1;1;1;1;0;1;0;0;0;1;0;0;0;1;0;1;1;1;0;0;0.801
715;0;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0.477
716;0;1;1;1;0;0;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;0.819
717;1;0;0;1;1;0;1;0;1;1;1;0;1;0;1;0;0;1;0;1;0;0.743
718;0;0;1;0;1;1;0;0;0;1;0;1;0;1;1;0;0;0;0;0;1;0.325
719;0;0;1;0;1;1;0;0;1;1;1;0;1;1;0;0;0;0;1;1;1;0.194
720;0;0;1;1;1;1;0;1;0;0;0;1;1;1;1;0;0;0;1;0;0;0.531
721;1;1;1;1;1;0;0;0;1;1;0;1;1;0;0;1;1;1;1;0;1;1.037
722;1;0;1;0;0;1;1;1;1;0;1;0;1;0;0;0;0;0;1;0;0;0.518
723;0;1;0;1;1;0;1;1;1;0;1;0;1;0;0;1;0;0;0;1;0;0.489
724;0;1;1;1;1;0;1;0;1;1;1;0;0;0;0;1;0;1;0;1;0;0.408
725;0;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;1;0;1;1;0;0.808
726;0;1;1;1;1;0;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0.175
727;0;0;1;1;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;1;-0.479
728;0;1;1;1;1;1;1;0;1;1;0;0;0;0;1;0;1;0;0;1;1;1.257
729;0;1;0;1;1;0;1;0;0;1;1;1;1;1;1;0;1;1;0;1;1;0.97
730;1;0;0;1;1;0;0;1;1;1;1;1;1;1;0;0;1;0;1;0;0;1.013
731;0;0;1;1;1;0;0;1;1;0;0;1;1;1;0;0;0;1;1;1;1;0.485
732;0;0;1;0;1;1;1;1;0;0;1;1;1;1;1;1;0;0;1;1;0;0.781
733;0;0;0;1;1;0;1;0;0;1;1;0;1;0;1;1;1;1;1;0;0;-0.258
734;1;1;0;1;1;1;0;1;0;0;0;1;1;0;1;0;1;0;1;0;1;0.232
735;0;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;0;1;1.023
736;1;1;1;0;1;1;0;0;0;1;1;1;1;0;1;1;0;0;0;0;1;0.387
737;1;1;0;1;1;1;1;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0.735
738;0;0;1;0;1;1;1;1;0;0;1;0;1;0;0;0;0;0;1;0;1;0.503
739;0;0;1;1;1;0;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0.333
740;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;0.563
741;0;0;0;1;1;1;1;1;1;1;0;1;1;0;1;1;0;1;0;1;1;0.729
742;0;1;0;1;1;0;1;1;1;1;1;1;1;1;0;1;0;1;0;1;1;0.801
743;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1.423
744;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;1;0;0;1.117
745;0;1;0;1;1;1;0;1;1;0;1;0;1;0;0;0;1;0;0;1;1;-0.291
746;1;1;1;1;1;1;1;0;1;0;1;0;1;1;0;1;0;0;1;0;1;0.616
747;0;1;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0.083
748;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;1;1;1;0;0.732
749;1;0;1;1;1;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;-0.034
750;0;1;1;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;-0.796
751;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;0.498
752;0;1;0;1;1;1;1;0;1;0;1;1;1;1;1;1;0;1;0;1;1;0.77
753;0;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;0;0;1;1;1;1.026
754;1;0;1;1;0;1;1;0;1;1;1;1;1;0;0;0;0;0;1;1;0;1.078
755;0;1;1;1;1;1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;0.498
756;1;1;1;1;1;1;0;1;0;0;0;1;1;0;1;1;1;0;0;1;0;1.085
757;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0.317
758;1;1;1;1;0;1;1;1;0;1;0;0;1;0;0;1;0;0;1;0;1;0.631
759;0;1;1;1;1;1;1;1;0;1;1;0;0;1;0;1;0;0;1;0;0;1.059
760;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;0;0.44
761;0;0;0;0;1;1;0;1;1;0;1;1;0;0;1;0;1;0;0;0;1;-0.535
762;1;0;0;1;1;0;1;0;1;1;0;1;1;0;1;0;0;0;1;1;1;0.683
763;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;1;1;0.502
764;0;0;0;0;1;0;1;0;1;1;1;0;0;0;1;0;0;0;0;0;1;-0.576
765;1;0;1;0;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;1;1;0.74
766;0;0;1;1;0;1;1;1;0;1;0;0;1;0;1;1;1;0;0;0;1;0.483
767;0;1;0;1;1;1;0;1;1;0;1;0;1;1;0;0;1;0;0;0;0;0.84
768;0;0;1;0;1;1;1;0;1;1;0;1;1;0;0;1;1;0;0;1;0;0.876
769;0;1;1;1;1;0;0;1;0;0;0;0;1;0;1;1;0;1;0;1;0;0.573
770;0;0;0;1;1;0;1;1;1;0;1;0;0;0;0;0;1;0;1;0;0;0.237
771;0;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;1;1;1;0;0.239
772;1;1;1;1;1;1;0;1;1;0;1;1;0;0;1;1;1;1;1;1;0;0.797
773;1;1;1;1;1;0;0;0;1;1;1;0;1;0;1;0;1;1;0;1;0;0.879
774;0;1;1;1;1;1;1;1;0;1;1;0;1;1;1;0;0;1;0;0;1;0.572
775;0;0;0;1;0;0;1;1;1;1;0;1;1;1;0;0;1;0;0;1;1;0.547
776;0;0;0;1;0;0;1;0;0;0;1;0;1;1;0;0;1;0;1;1;0;0.342
777;1;1;1;1;1;1;1;0;1;0;1;1;1;0;1;0;1;0;1;1;1;0.571
778;1;1;1;1;1;1;0;0;0;1;1;0;1;0;1;1;1;0;1;0;0;0.355
779;0;1;0;1;1;0;1;1;1;1;0;1;0;0;1;1;0;0;0;1;1;0.232
780;1;1;1;0;1;1;1;1;1;0;1;0;0;1;0;1;1;1;1;1;0;1.238
781;1;1;1;1;0;1;0;1;0;1;1;0;1;0;1;0;0;1;1;0;0;1.365
782;1;1;1;0;1;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;1.021
783;1;1;0;0;1;1;1;1;0;1;1;0;1;0;1;1;1;1;1;0;0;0.274
784;0;0;1;1;1;0;1;1;1;0;0;1;1;1;0;0;1;1;0;0;1;0.605
785;0;1;0;0;1;0;0;1;0;0;1;1;0;0;0;1;1;1;0;1;0;0.412
786;1;1;1;1;1;1;0;0;0;1;0;1;1;0;0;0;1;0;0;0;1;1.265
787;0;1;1;1;0;1;1;0;0;0;0;0;0;1;0;0;1;1;1;0;1;1.256
788;1;1;0;1;1;0;0;0;1;0;1;1;1;1;0;0;0;1;0;0;0;0.615
789;1;0;1;0;1;1;1;0;0;1;1;0;0;0;0;0;1;0;1;1;0;0.739
790;1;1;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;1;0;1;1.417
791;1;1;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0.811
792;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;0;0;1;1;0;0;1.537
793;0;0;1;0;1;1;1;1;0;1;0;0;1;1;1;0;0;0;1;0;0;0.484
794;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;0;0;0;1;1;0;0.884
795;0;0;1;1;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;1;0.656
796;1;0;1;1;1;0;1;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0.271
797;1;1;1;1;1;1;1;0;0;1;0;1;1;0;0;0;1;0;1;0;1;0.191
798;0;0;1;0;1;0;0;1;1;1;0;1;1;1;1;1;0;0;0;1;0;1.2
799;0;0;1;0;1;0;1;0;0;0;1;0;1;0;1;0;0;0;1;1;0;-0.25
800;0;0;0;1;1;0;1;1;0;1;1;0;0;0;1;0;0;1;1;0;1;0.342
801;1;0;1;0;1;0;1;0;1;1;0;0;1;0;1;1;0;1;1;0;0;0.999
802;0;0;1;1;1;1;1;1;0;0;1;1;1;0;1;0;1;0;0;0;0;0.606
803;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;1;0;0.99
804;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;0.247
805;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0.252
806;0;1;1;1;1;0;1;1;0;0;1;1;0;1;0;1;1;0;1;1;0;1.231
807;0;0;0;1;1;1;1;1;0;1;0;0;0;1;0;0;0;1;1;1;1;-0.108
808;0;0;1;0;1;1;0;0;1;0;1;1;0;1;0;0;0;0;1;1;0;0.277
809;0;0;0;1;1;1;1;0;1;0;0;1;1;0;0;0;0;1;1;0;1;0.747
810;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0.783
811;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;0;1.063
812;0;1;0;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;0;1;0.761
813;0;1;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1.397
814;1;1;1;1;1;0;0;1;1;1;1;1;1;1;0;1;0;1;0;0;0;0.823
815;0;0;1;1;0;0;1;1;1;1;0;0;0;1;1;0;1;0;0;0;1;0.909
816;0;0;0;1;0;1;0;1;1;0;1;1;0;0;0;1;1;1;0;0;0;0.315
817;0;0;0;1;1;1;1;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0.827
818;0;1;1;1;1;1;1;0;0;1;0;0;1;1;0;1;1;1;1;0;1;0.66
819;0;1;1;1;1;1;1;1;1;0;0;0;1;1;0;1;1;0;0;0;1;0.399
820;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;1;1;0;1;0;1;0.644
821;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;1;0;0;1;1;0;1.127
822;1;0;0;1;1;0;1;0;1;1;1;1;1;0;1;1;0;1;1;0;0;0.755
823;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;1;0;0.888
824;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0.15
825;1;1;1;1;1;1;1;0;1;0;1;1;1;0;1;1;1;0;1;1;0;0.869
826;1;1;1;1;1;1;1;0;1;0;1;0;1;0;0;0;0;1;0;0;1;0.129
827;1;0;1;0;1;1;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;-0.229
828;0;0;1;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0.407
829;0;1;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;1;1;0;0.651
830;0;1;1;0;1;1;0;1;1;1;1;1;1;0;0;0;0;0;1;1;1;0.666
831;0;0;1;0;0;1;0;0;1;1;1;0;1;1;0;0;0;0;0;1;1;1.121
832;0;0;0;1;1;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0.273
833;0;1;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;1;0;0;1;0.567
834;1;0;1;0;1;1;1;1;1;1;0;0;1;0;1;1;1;1;0;0;1;0.307
835;0;0;0;1;1;1;1;1;0;1;1;0;1;0;0;0;1;1;0;0;1;1.138
836;0;1;0;1;1;1;0;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0.859
837;1;1;0;1;1;1;1;0;0;1;0;1;0;1;1;0;0;1;1;0;1;0.794
838;0;1;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0.1
839;0;1;1;1;1;1;1;1;0;1;0;1;0;1;1;1;0;1;1;1;0;0.894
840;1;1;1;1;1;1;1;0;0;1;1;0;1;1;1;0;0;1;0;1;1;0.638
841;1;1;1;1;1;0;1;1;1;1;0;0;0;0;1;1;0;0;0;1;0;-0.348
842;1;1;0;1;1;1;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0.547
843;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0.966
844;0;1;0;1;1;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0.551
845;0;0;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1;1;1;0;1;1.41
846;0;0;1;0;1;1;1;1;0;1;1;0;0;0;1;0;1;1;1;0;1;0.015
847;0;0;0;1;1;0;1;0;0;1;0;0;1;1;1;1;1;0;0;0;1;-0.019
848;0;0;1;1;0;1;1;0;1;0;1;1;0;0;0;0;0;0;1;1;1;0.31
849;1;1;0;1;0;1;1;1;0;1;1;0;1;0;1;1;1;0;1;0;0;0.865
850;0;0;1;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;1;1;-0.184
851;0;0;1;1;0;1;1;0;0;1;1;1;0;1;0;1;1;0;0;0;0;0.801
852;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;1;1;0;0;0;0.465
853;0;1;1;1;1;0;0;0;1;1;0;0;1;1;0;0;1;1;1;0;0;0.771
854;0;1;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0.274
855;1;0;1;1;1;1;0;0;1;0;1;1;0;1;0;1;1;0;0;0;0;0.583
856;0;0;1;1;1;0;1;1;0;0;1;1;1;1;0;1;0;0;1;0;1;0.565
857;0;1;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;1;1;0;1;2.144
858;1;1;1;1;1;0;0;0;0;1;1;1;1;0;0;1;1;0;0;0;0;0.854
859;1;0;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;1;0;1;0.651
860;0;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;1;0;0;1;0;1.581
861;1;1;1;1;0;1;1;1;0;1;1;0;1;0;0;0;0;1;1;1;1;0.435
862;1;0;0;0;1;1;1;1;1;0;1;1;1;1;0;1;0;1;1;0;0;0.872
863;0;1;1;1;1;0;1;0;1;1;0;1;1;1;1;1;1;1;1;0;1;1.392
864;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;1;1;0.902
865;1;0;1;1;1;0;1;1;1;0;0;1;1;1;0;0;0;0;1;1;1;0.548
